from_id,from_name,message,created_time,likes_count,comments_count,id,post_id
317232215369167,Naty Naty,La izquierda es como el apéndice!! No sirve para nadaaaa !!!!,2017-07-15T00:28:59+0000,0,0,1412536678832320_1413977375354917,257679404318059_1412536678832320
297568610621269,Pablo Villalobos,Trabajen vagos de mierda y dejen de romper las pelotas,2017-07-14T23:14:11+0000,0,0,1412536678832320_1413929532026368,257679404318059_1412536678832320
799775293422187,Daniel Lanzo,Lacras!!!!!!!!!!!,2017-07-15T13:22:36+0000,0,0,1412536678832320_1414431261976195,257679404318059_1412536678832320
251513465348430,Facundo Retamal,Vamos fit !! Desde Río negro saludos !!,2017-07-15T03:05:28+0000,0,0,1412536678832320_1414075598678428,257679404318059_1412536678832320
10207312614318775,Nicolas Pinhal,"Yo me pregunto que hizo la izquierda cuando, durante 12 años se llevaron el País en una valija, postergando a toda la sociedad a la miseria. Ahora critican a MM, pero la pobreza es estructural y vienen saqueando el País hace varios años. Cambien en discurso y empiecen a imponer ideas más constructivas, caso contrario van a seguir siendo una fuerza política de cuarto orden.",2017-07-13T11:45:31+0000,1,0,1411910912228230_1412427385509916,257679404318059_1411910912228230
218467595302873,Juan Martinez,También podrían exigirle a la gente que sea más eficiente en su trabajo no?,2017-07-14T02:47:11+0000,0,0,1410651442354177_1413119675440687,257679404318059_1410651442354177
1521667818079571,Ricardo Antonio Lenes,CLARA Y DIDÁCTICA LILIANA.,2017-07-11T15:17:23+0000,1,0,1410597589026229_1410712279014760,257679404318059_1410597589026229
1574850492575787,Genesis Ropa,lili cuanto  nos alegramos de verlas les mandamos un abrazo y un beso grande,2017-07-09T20:17:59+0000,1,0,1408703369215651_1408925835860071,257679404318059_1408703369215651
795127880538302,Claudia Corradi,Bellas las dos! Un beso Lili y otro a tu madre!,2017-07-09T20:10:23+0000,1,0,1408703369215651_1408921769193811,257679404318059_1408703369215651
906033309434831,Marcela Pedraza,Bella,2017-07-10T03:46:27+0000,1,0,1408703369215651_1409288592490462,257679404318059_1408703369215651
10209422081164933,Mabel Olivero Ferraris,un beso y abrazo,2017-07-11T00:50:05+0000,1,0,1408703369215651_1410155022403819,257679404318059_1408703369215651
10153235873916165,Juli Rossi,Hermosas������������������,2017-07-09T16:52:08+0000,1,0,1408703369215651_1408739439212044,257679404318059_1408703369215651
1865506680436506,Claudio Maraviglia,"Que me importa si ganan más o menos. Lo que importa es que la soluciones de nuestros problemas empiezan con la expropiación de la banca, las grandes empresas, la colectivización del campo, la nacionalización del comercio exterior. Que las elecciones sirvan para decir esto hasta la saciedad. Decir que debemos destruir la dictadura burguesa, y su careta democrática.",2017-07-08T10:57:58+0000,0,0,1406768616075793_1407446796007975,257679404318059_1406768616075793
218467595302873,Juan Martinez,Solo los diputados? Hay intendentes que ganan más todavía.,2017-07-14T02:48:06+0000,0,0,1406768616075793_1413121078773880,257679404318059_1406768616075793
1865506680436506,Claudio Maraviglia,No jodan con boludeces!,2017-07-08T11:03:45+0000,0,0,1406768616075793_1407450086007646,257679404318059_1406768616075793
10203680905720352,Santiago Brandan Caraffa,no existen!,2017-07-06T23:25:30+0000,3,12,1405876922831629_1406064602812861,257679404318059_1405876922831629
853637998001056,Guille Gui,Cristina: esta mujer es una luchadora de siempre. Décadas defendiendo los derechos de los trabajadores. Cariños y fuerza Liliana Olivero!,2017-07-07T02:07:49+0000,6,0,1405876922831629_1406166489469339,257679404318059_1405876922831629
816519188393215,Edison Brochero,Por apoyar a los de UTA la gente los odia.,2017-07-07T01:59:39+0000,1,8,1405876922831629_1406156172803704,257679404318059_1405876922831629
370531786434228,Alberto Jose,"Mientras estén a favor del aborto (matar inocentes indefensos), no los voto. El feto no es un órgano de la madre (""mi cuerpo""), es un ser humano en sí mismo, distinto de su madre, aunque dependiente de ella: tiene ADN y derechos propios. La izquierda debe proteger al más débil. Que el estado proteja y asista a la madre y al bebé; que no facilite la matanza de quien no puede hablar",2017-07-08T14:05:43+0000,0,0,1405876922831629_1407575415995113,257679404318059_1405876922831629
234096650415331,Irma Brandalise,Más  de lo mismo de la izquierda . Siempre la misma opción . OPONERSE A TODO . NO IMPORTA QUE SE TRATE PERO ME OPONGO .,2017-07-07T03:09:51+0000,5,3,1405876922831629_1406206606131994,257679404318059_1405876922831629
10206842306367786,Gustavo Olivera,Se juntan todos en un bar?,2017-07-07T20:32:42+0000,0,3,1405876922831629_1406939476058707,257679404318059_1405876922831629
558665530927691,Silvia Suarez,Fuiste conmigo liliana olivero los apoyas los hdp de la uta cuanta gente perdio el trabajo nunca mas un voto para vos,2017-07-08T01:17:59+0000,1,0,1405876922831629_1407114116041243,257679404318059_1405876922831629
1395678227140237,RS Nando,Es una señora que cada vez que la veo no responden los Saludos que uno lo hace ..frente parada,2017-07-08T04:42:47+0000,0,0,1405876922831629_1407243062695015,257679404318059_1405876922831629
827061493979943,Mirta Varela,espero que tenga suerte,2017-07-07T02:27:25+0000,1,0,1405876922831629_1406176516135003,257679404318059_1405876922831629
154472594910234,Sebastiàn E. Sem,Suerte ������ amiga,2017-07-06T21:37:08+0000,1,0,1405876922831629_1405995546153100,257679404318059_1405876922831629
925874510819006,Marce Martin,Tu opinión es únicamente esa Walter?,2017-07-07T03:22:11+0000,1,0,1405876922831629_1406213882797933,257679404318059_1405876922831629
746212842129733,Eugenia Carnero,Suerte liliana!!,2017-07-06T21:24:30+0000,0,0,1405876922831629_1405989062820415,257679404318059_1405876922831629
207260896329542,Lili Camilloni,Suerte Liliana Oliver o! !,2017-07-07T04:40:45+0000,0,0,1405876922831629_1406259049460083,257679404318059_1405876922831629
716982608357463,Ivana Penner,Suerte Liliana Olivera!!!������������������❤❤❤siempre presente!!,2017-07-08T06:32:35+0000,0,0,1405876922831629_1407298996022755,257679404318059_1405876922831629
248190602362120,Maria Cristina Yandemian,Bravo lilianaaaa!!!!,2017-07-07T05:22:26+0000,0,0,1405876922831629_1406280546124600,257679404318059_1405876922831629
413292738825099,Omar Torres,SIEMPRE LA IZQUIERDA SE OPONE SOBRE TODO A LAS LEYES Y SOLO SE ACUERDAN DE ELLAS CUANDO LAS NECESITAN. NO QUIERO QUE MI HIJO VIVA EN UNA ANARQUIA REPRESENTADO POR UN PARTIDO QUE SOLO QUIEREN IMPONER SUS IDEAS POR LA FUERZA CORTANDO CALLES Y PROHIBIENDO EL DERECHO A OTRAS PERSONAS CIRCULAR O EN SU DEFECTO APOYANDO PAROS ILEGALES COMO EL DE LA UTA. YO ME OPONGO A LA IZQUIERDA.,2017-07-08T12:06:44+0000,2,0,1405876922831629_1407487396003915,257679404318059_1405876922831629
924976400853213,Max Rodriguez,La izquierda que opera para la oligarquia,2017-07-08T17:36:04+0000,0,0,1405876922831629_1407745952644726,257679404318059_1405876922831629
141806379532397,Diego Torres del Sel,Lleven votos en blanco.,2017-07-08T13:07:42+0000,0,0,1405876922831629_1407530612666260,257679404318059_1405876922831629
10204885079508038,Monica Bazan,Esta mujer no vive como pregona ...Me han contado ..,2017-07-08T13:57:29+0000,0,0,1405876922831629_1407565529329435,257679404318059_1405876922831629
276873166127797,Dario Toniutti,,2017-07-07T21:56:37+0000,0,0,1405876922831629_1406993989386589,257679404318059_1405876922831629
1447568338906672,Elsa Allamano,bien lily !,2017-07-08T15:34:17+0000,0,0,1405876922831629_1407652835987371,257679404318059_1405876922831629
1937339846503675,María Delia Ceballos,Siempre los mismos. Qué de el lugar a otro.,2017-07-07T15:07:36+0000,0,0,1405876922831629_1406703499415638,257679404318059_1405876922831629
689338264540036,Manteca Alderete,Suerte liliana,2017-07-08T01:59:00+0000,0,0,1405876922831629_1407142332705088,257679404318059_1405876922831629
1942009699408040,Carlos Cieri,A mi no me gusta,2017-07-07T15:20:08+0000,0,0,1405876922831629_1406711992748122,257679404318059_1405876922831629
234096650415331,Irma Brandalise,Apoyo a la UTA . Fuisteis,2017-07-08T01:57:40+0000,0,0,1405876922831629_1407141286038526,257679404318059_1405876922831629
753712018053096,Monica Alaniz,Otra ves!,2017-07-08T00:22:14+0000,0,0,1405876922831629_1407079416044713,257679404318059_1405876922831629
10206927306164173,Ramiro Tato,Hay q seguir votando en blanco?,2017-07-08T15:50:43+0000,0,0,1405876922831629_1407663559319632,257679404318059_1405876922831629
1395678227140237,RS Nando,Nariz parada quise decir.,2017-07-08T04:44:09+0000,0,0,1405876922831629_1407243659361622,257679404318059_1405876922831629
1095146573855222,Luis Diaz,"Vamos Izquierda Socialista en el frente de Izquierda .
Vamos Liliana !!!",2017-07-06T09:59:12+0000,1,0,1404684292950892_1405400932879228,257679404318059_1404684292950892
607557069439360,Mauricio Margarit Cornejo,"todx funcionarix debería cobrar como unx trabajadorx: no hay igualdad de derechos mientras exista una clase privilegiada que ""legalmente"" cobre muchísimo más que lo que cobra la mayoría de lxs trabajadorxs, mientras hay personas sin trabajo, sin jubilación o con hambre. quienes sostienen semejante desigualdad contribuyen a construir el sentido deshumanizante de que es válido que unxs pocxs vivan a costa de muchxs otrxs. atentxs a quienes apoyamos, con nuestros discursos, en las redes, en nuestras charlas y con nuestro voto. y a hacernos cargo.",2017-07-04T14:48:20+0000,1,0,1403679943051327_1403733493045972,257679404318059_1403679943051327
450327878676637,Hugo Osella,A ese imbécil deberían cobrarle por el daño causado!!!. Tuvo el respaldo del GENIAL    Chacho Álvarez.,2017-07-04T14:00:48+0000,1,0,1403679943051327_1403690319716956,257679404318059_1403679943051327
206724836434417,Cacho Charra,"inepto, corrupto, y ahora privilegiado. Al menos sirve para enterarme que los funcionarios no pagan ganancias. hdmp",2017-07-04T21:56:59+0000,1,0,1403679943051327_1404036356349019,257679404318059_1403679943051327
10205068892017410,Hector Julio Arias,Que vergüenza ! andate del país chupete,2017-07-04T23:55:14+0000,1,0,1403679943051327_1404118276340827,257679404318059_1403679943051327
1508741449441248,Daniel Nolazco,Un delincuente ayuda a otro que podes esperar en la Argentina,2017-07-04T18:43:54+0000,1,0,1403679943051327_1403907359695252,257679404318059_1403679943051327
853376354679096,Carmen Servidio,,2017-07-04T20:21:48+0000,0,0,1403679943051327_1403977606354894,257679404318059_1403679943051327
10205572580780622,Kike Orozco,Mientras que al resto de la gilada le siguen cobrando el impuesto.,2017-07-04T17:34:45+0000,0,0,1403679943051327_1403857853033536,257679404318059_1403679943051327
1618217531830069,Enrique Ramírez,Y porque no con los ciudadanos del kirchnerismo que siempre van con ellos en los negocios y siempre votan juntos cuando les conviene ??,2017-07-07T22:17:34+0000,1,0,1403097183109603_1407007019385286,257679404318059_1403097183109603
768462809908569,Gabriel Rodríguez Wagner,"Grande Liliana! No soy cordobés, soy porteño, pero si lo fuera sin dudarlo te votaría, un ejemplo de lucha obrera y socialista! Aguante el FIT!",2017-06-30T20:54:31+0000,5,0,1398959563523365_1399960490089939,257679404318059_1398959563523365
10202836176441118,Diego MF,"Vamos el FIT!!!
Por una elección histórica a lo largo y ancho del país!!!",2017-06-30T12:04:45+0000,5,0,1398959563523365_1399549600131028,257679404318059_1398959563523365
10207066681015257,Octa Tisera,Grande Liliana hincha de la T !,2017-06-30T06:12:31+0000,6,0,1398959563523365_1399291890156799,257679404318059_1398959563523365
10156184491330533,Nicolas Bustamante,Vamooo Lili mi amor,2017-07-01T23:46:29+0000,1,0,1398959563523365_1401130896639565,257679404318059_1398959563523365
10208978450003204,Mauricio Diaz,Q grande Luccheta!!!,2017-06-30T02:30:00+0000,5,0,1398959563523365_1399122036840451,257679404318059_1398959563523365
746212842129733,Eugenia Carnero,Jaja,2017-06-30T10:49:46+0000,4,0,1398959563523365_1399487360137252,257679404318059_1398959563523365
106898309648871,Sergio Furno Quevedo,Jesi Leyría jaja,2017-06-30T03:15:23+0000,4,3,1398959563523365_1399157396836915,257679404318059_1398959563523365
388431407966359,Ester Diaz,Denis Valem Rosa,2017-07-02T01:13:15+0000,0,0,1398959563523365_1401194949966493,257679404318059_1398959563523365
10152092861387315,Julio Cesar Villar,Victor Villar,2017-07-01T03:40:35+0000,0,0,1398959563523365_1400246566727998,257679404318059_1398959563523365
745808955449520,Andres Beltran,"JUSTO Y MERECIDO LILIANA, TU REPRESENTACIÓN EN EL CONGRESO, TODOS DEBEMOS APORTAR GENTE, PARA SUMAR!!!! PODEMOS RECORRER LA CIUDAD PARA CHARLAR CON LA GENTE, Y MOSTRARLES LA CRUDA REALIDAD!!!! ACÁ ESTOY, DE PIÉ!!!!",2017-06-29T22:23:38+0000,1,0,1398803170205671_1398934050192583,257679404318059_1398803170205671
702765513170224,Raquel Alicia Ontivero,"Que leyes presentó en tantos años que está en política, más que cuidar el puestito, para seguir cobrando,",2017-06-29T22:27:45+0000,1,3,1398803170205671_1398937443525577,257679404318059_1398803170205671
745808955449520,Andres Beltran,"muy lamentable decisión del abuelo de mar del plata, espero no genere una oleada de hechos similares, ya que los jubilados están pasando hambre y necesidades básicas de subsistencia, ante el genocidio brutal del gobierno actual!!!",2017-06-29T20:06:06+0000,2,0,1398786676873987_1398816253537696,257679404318059_1398786676873987
1020203584656949,Guada Romao,"No entiendo bien que tiene que ver, de verdad. En todos lados dice que el jubilado estaba ahí para cambiar el domicilio nada más. Por qué ya dan por sentado que se mato por el ajuste y todo eso? No defiendo para nada las medidas que ha tomado este gobierno, pero realmente cualquier noticia les viene bien para tirar palos, se suicidio y solamente estaba haciendo el cambio de domicilio",2017-06-30T02:59:17+0000,9,2,1398786676873987_1399147116837943,257679404318059_1398786676873987
1084010494946770,Matty Pascale,"Hay mucha gente que sigue a la izquierda desde su lugar sin participar por la franqueza y verdad que siempre tienen con la gente. Dar por sentado que el hombre se mato por hambre y no averiguar bien el caso deja mucho que desear por parte de TODOS ustedes y sobre todo da a pensar que quieren usar la muerte de una persona para hacer política. No me defraudes Liliana, no empiecen a mear afuera del tarro. Por favor.",2017-06-30T06:45:32+0000,2,0,1398786676873987_1399313386821316,257679404318059_1398786676873987
10153078666577663,Tefii Jaime,Me parece de mal gusto tomar esa noticia para fundamentos politicos. Mis condolencias a la familia del anciano. Lilianita póngase a trabajar que su crítica no construye en nada y está fuera de lugar con el asunto que ocurrió en Anses.,2017-06-30T14:53:59+0000,2,0,1398786676873987_1399691643450157,257679404318059_1398786676873987
218467595302873,Juan Martinez,"Que asco que usen la muerte de un hombre para hacer campaña en contra de... Se suicidó original motivos personales, no económicos. Infórmese señora.",2017-07-14T02:54:17+0000,0,0,1398786676873987_1413127608773227,257679404318059_1398786676873987
984784484870412,Cecilia Bollati,"No se suicidó por problemas de baja jubilación, antes de opinar averigüen cual fue la verdadera causa",2017-06-30T02:39:56+0000,4,1,1398786676873987_1399131046839550,257679404318059_1398786676873987
746212842129733,Eugenia Carnero,Pobre hombre!!que horror!!!ni para comer alcanza con lo q ganan!!!y el presidente ni sabe cto es la minima,2017-06-30T00:53:27+0000,1,0,1398786676873987_1399051460180842,257679404318059_1398786676873987
1536955153217114,Cecilia Parpaglione,Por depresión se suicidó en primer lugar. Sus sobrinas se harían cargo de él ya que hacía poco falleció su sra. Lo lamentable que usan la muerte este pobre hombre con tal de ganar unos votos más.,2017-06-30T19:07:46+0000,0,0,1398786676873987_1399889600097028,257679404318059_1398786676873987
1615281568698856,Julio Ahumada,,2017-07-02T18:02:08+0000,0,0,1398786676873987_1401902376562417,257679404318059_1398786676873987
10203663569462591,Marcela Alejandra Méndez,44.000 $ cobraba se suicidó x pena depresión y soledad,2017-06-30T16:42:44+0000,0,0,1398786676873987_1399781573441164,257679404318059_1398786676873987
132760497292597,Ana Cecilia Jait,Pobre hombre Dios mio que triste es ver esto.,2017-06-30T04:08:49+0000,0,0,1398786676873987_1399202500165738,257679404318059_1398786676873987
10204428851114444,Lilian Suares,Arriba los que luchan..!!,2017-06-29T01:12:06+0000,1,0,1397487350337253_1397728136979841,257679404318059_1397487350337253
10205407616892402,Eduu Ruarte,Ke Lo,2017-07-04T23:47:10+0000,0,0,1396479813771340_1404114066341248,257679404318059_1396479813771340
10203564153478059,Gustavo Daniel Galeota,"La unidad de la izquierda Liliana? Podría ser verdadero eso sí ampliaran el FIT, en cambio impugnan otras expresiones unitarias de la izquierda y encima echan del frente a los que no piensan como ustedes quieren como los compañeros del PSTU y Convergencia Socialista. De mal en peor el FIT..",2017-06-28T21:04:55+0000,0,0,1395961563823165_1397461553673166,257679404318059_1395961563823165
450327878676637,Hugo Osella,"La izquierda no se ha unido del todo!, seguiremos regalándole bancas a la oligarquía!!!!",2017-06-27T17:20:02+0000,0,0,1395961563823165_1396118873807434,257679404318059_1395961563823165
370296649840272,Abraham Moreno,Mucha suerte! Espero que consigan la banca así tengamos mas pluralidad y se visibilicen mas la situación de los mas necesitados!,2017-06-25T00:51:10+0000,2,0,1393280234091298_1393311804088141,257679404318059_1393280234091298
3911880532787,Gaby Villarreal,Felicitaciones... Desde ya tienen mi voto. Son las personas honestas q necesita esta provincia. VAMOS...,2017-06-25T00:16:58+0000,7,0,1393280234091298_1393292394090082,257679404318059_1393280234091298
716819521719989,Luz Marina Garay,Bravo!! Mi voto y el de mi familia al FRENTE DE IZQUIERDA  Y LOS TRABAJADORES..,2017-06-26T03:05:07+0000,1,0,1393280234091298_1394470827305572,257679404318059_1393280234091298
730400447108453,Sergio Eduin Santa Cruz,Felicidades!!!...VAMOOOS...abrazos...cuenten con mi apoyo...,2017-06-25T00:30:46+0000,1,0,1393280234091298_1393299697422685,257679404318059_1393280234091298
10207240159268275,Pichon Sosa Garay,Fuerza compañer@s para lograr la banca para la clase trabajadora,2017-06-25T15:26:10+0000,1,0,1393280234091298_1393940247358630,257679404318059_1393280234091298
1729328730624815,Sole Escobar,Felicitaciones Lili mucha suerte!,2017-06-25T00:05:04+0000,2,0,1393280234091298_1393286967423958,257679404318059_1393280234091298
10205344567186036,Otto Jorge Giachero,Arriba el Frente de Izquierda y  los Trabajadores!!,2017-06-27T01:55:07+0000,1,0,1393280234091298_1395383647214290,257679404318059_1393280234091298
10203297412138219,Gaby Arrieta,Vamos!!!! Felicidades!!!!,2017-06-25T01:01:14+0000,1,0,1393280234091298_1393317174087604,257679404318059_1393280234091298
1561167724168968,Mario Jaime,✊✊✊ vamos el FIT,2017-06-25T04:33:19+0000,1,0,1393280234091298_1393468724072449,257679404318059_1393280234091298
724844927591188,Gabriela Taborda Varela,Vamos!,2017-06-25T12:39:58+0000,1,0,1393280234091298_1393787580707230,257679404318059_1393280234091298
895607793835458,Lukas D'Albano,Mi voto es para uds!!,2017-06-25T07:31:26+0000,1,0,1393280234091298_1393578100728178,257679404318059_1393280234091298
10207328559908887,Alicia Cba,Yo los votaré.  Son un lujo,2017-06-25T00:31:17+0000,1,0,1393280234091298_1393300250755963,257679404318059_1393280234091298
10208702941276885,Natalia Chocr,Los voto !!,2017-06-25T01:52:26+0000,1,0,1393280234091298_1393345704084751,257679404318059_1393280234091298
1424907850871279,Osvaldo Martin Moyano,Felicitaciones liliana. Un abrazo enorme,2017-06-25T01:31:51+0000,1,0,1393280234091298_1393333990752589,257679404318059_1393280234091298
1415228835461188,Calderon Jesus Calderon Jesus,Felicitaciones liliana y mucha suerte,2017-06-25T00:32:30+0000,1,0,1393280234091298_1393300837422571,257679404318059_1393280234091298
205700046475290,Susana Llanos,"Liliana te apoyo y siempre lo hice,adelante!!",2017-06-27T04:07:06+0000,0,0,1393280234091298_1395484980537490,257679404318059_1393280234091298
10210018459993440,Elsa Torres,Este año la ganamos!!!!,2017-06-23T20:03:30+0000,2,0,1391279280958060_1392136950872293,257679404318059_1391279280958060
